original_id,category,subset,x_position,y_position
478,General VQA,allava_laion,-4.666468,14.2345295
479,General VQA,allava_laion,-3.433153,15.611582
480,General VQA,allava_laion,-1.3665693,13.968209
481,General VQA,allava_laion,-2.0089586,12.901301
482,General VQA,allava_laion,-2.5629804,13.241218
483,General VQA,allava_laion,-1.879719,14.757591
484,General VQA,allava_laion,-1.976303,15.084605
485,General VQA,allava_laion,-2.668102,16.139841
486,General VQA,allava_laion,-2.8400748,13.738467
487,General VQA,allava_laion,-1.5293812,16.528149
488,General VQA,allava_laion,-4.2499733,15.143023
489,General VQA,allava_vflan,-1.3735987,13.102209
490,General VQA,allava_vflan,-1.9468843,16.564497
491,General VQA,allava_vflan,-4.597105,13.285384
492,General VQA,allava_vflan,-2.4476461,17.51059
493,General VQA,allava_vflan,-1.7535806,12.742285
494,General VQA,allava_vflan,-2.0745947,10.439247
495,General VQA,allava_vflan,0.7946193,12.369304
496,General VQA,allava_vflan,-3.6089487,14.947047
497,General VQA,allava_vflan,-2.1644802,15.040754
498,General VQA,allava_vflan,-0.87625706,15.047502
499,General VQA,allava_vflan,-2.6130025,14.024593
500,General VQA,allava_vflan,-0.81916964,13.724776
501,General VQA,allava_vflan,-3.6751776,12.906602
502,General VQA,allava_vflan,-4.2783747,14.749102
503,General VQA,allava_vflan,-1.5372581,17.109665
504,General VQA,allava_vflan,-2.0776,15.193711
505,General VQA,allava_vflan,-4.4844775,15.745609
506,OCR QA,aokvqa,-5.036949,15.471095
507,Naive OCR,art,-3.7019806,12.882121
508,OCR QA,arxivqa,-5.619008,12.679088
509,OCR QA,arxivqa,-5.1907144,12.827566
510,OCR QA,arxivqa,-4.9649296,12.824779
511,OCR QA,arxivqa,-5.311354,12.7939825
512,OCR QA,arxivqa,-5.0563145,17.333036
513,OCR QA,arxivqa,-4.8749228,13.736463
514,OCR QA,arxivqa,-5.161104,13.196506
515,OCR QA,arxivqa,-5.959082,15.139402
516,OCR QA,arxivqa,-3.6331475,15.512168
517,OCR QA,arxivqa,-5.052316,12.907017
518,OCR QA,bentham,2.1422567,11.893601
519,OCR QA,blockdiagramcomputerized,-5.2001925,14.390779
520,OCR QA,blockdiagramhandwritten,-5.0984387,13.780292
521,General VQA,cambrian(filtered)_processed,-1.1905512,15.165925
522,General VQA,cambrian(filtered)_processed,-1.751029,9.587367
523,General VQA,cambrian(filtered)_processed,-1.6406345,9.58576
524,General VQA,cambrian(filtered)_processed,-2.7925062,13.11975
525,General VQA,cambrian(filtered)_processed,-6.0342836,15.802432
526,General VQA,cambrian(filtered)_processed,-1.1502693,16.989122
527,General VQA,cambrian(filtered)_processed,-2.4158435,14.082861
528,General VQA,cambrian(filtered)_processed,-1.2166952,13.693319
529,Naive OCR,captcha,0.22763692,12.495235
530,Naive OCR,captcha,0.9593981,12.363588
531,Naive OCR,captcha,0.081198886,12.573855
532,Naive OCR,captcha,0.36387718,12.624115
533,Naive OCR,captcha,0.6993159,12.38368
534,Naive OCR,captcha,0.85992694,12.335283
535,Naive OCR,captcha,0.008458383,12.324167
536,Naive OCR,captcha,0.85702163,12.322404
537,Naive OCR,captcha,0.02061756,12.329512
538,Naive OCR,captcha,0.3036315,12.321469
539,Naive OCR,captcha,0.2679477,12.438782
540,Chart & Table,chart2text,-6.5100636,15.171456
541,Chart & Table,chart2text,-7.1274424,15.56234
542,Chart & Table,chartqa,-7.0069585,16.346754
543,General VQA,chinesememe,-2.0163398,12.233347
544,General VQA,chinesememe,-0.40541923,14.034706
545,General VQA,chinesememe,-4.276584,17.076757
546,General VQA,chinesememe,-2.3813174,14.376326
547,General VQA,chinesememe,-1.7785631,13.145592
548,Naive OCR,chrome_writting,1.1499455,13.03082
549,Mathematics,clevr,-1.6076629,9.8073225
550,Mathematics,clevr,-1.7101148,10.113159
551,Mathematics,clevr,-2.0265934,9.784586
552,Mathematics,clevr,-2.1135507,9.829596
553,Mathematics,clevr,-1.9405135,9.9880085
554,Mathematics,clevr,-2.196799,10.16171
555,Mathematics,clevr,-1.452498,9.7752285
556,Mathematics,clevr_math,-2.1801212,9.801649
557,Mathematics,clevr_math,-1.9273381,9.612518
558,Mathematics,clevr_math,-1.5411426,9.655872
559,Mathematics,clevr_math,-1.7625996,9.580066
560,Mathematics,clevr_math,-1.9678849,10.023421
561,Mathematics,clevr_math,-1.7113199,9.879975
562,Mathematics,clevr_math,-1.484115,9.620203
563,Mathematics,clevr_math(mathv360k),-1.9961169,9.7263975
564,Captioning & Knowledge,coco_colors,-1.3454305,15.751123
565,Captioning & Knowledge,coco_colors,-3.144214,13.285055
566,Captioning & Knowledge,coco_colors,-2.0505533,15.2906065
567,Captioning & Knowledge,coco_colors,-2.5754852,13.428278
568,Captioning & Knowledge,coco_colors,-2.0880659,13.858809
569,Captioning & Knowledge,coco_colors,-1.2876897,11.391866
570,Captioning & Knowledge,coco_colors,-2.963714,13.377311
571,Captioning & Knowledge,coco_colors,-6.594825,14.224752
572,Captioning & Knowledge,coco_colors,-3.8137763,12.6804085
573,Captioning & Knowledge,coco_colors,-2.0886075,11.634719
574,Captioning & Knowledge,coco_colors,-1.3111572,14.943168
575,General VQA,cocoqa,-3.267713,13.048398
576,General VQA,cocoqa,-0.013037341,14.5589695
577,General VQA,cocoqa,-1.7347096,11.373774
578,General VQA,cocoqa,-2.1878505,15.053922
579,Naive OCR,cocotext,-1.1052303,13.150914
580,Naive OCR,ctw,-0.86423486,16.745403
581,Naive OCR,ctw,-1.4000857,13.775461
582,General VQA,datik,-6.2355814,14.348469
583,General VQA,datik,-5.5889235,11.836506
584,General VQA,datik,-6.0488763,14.155444
585,General VQA,datik,-5.6327734,16.707447
586,General VQA,datik,-4.9528985,11.5223055
587,General VQA,datik,-5.85656,13.457073
588,General VQA,datik,-5.373902,12.447471
589,General VQA,datik,-6.1315455,12.849513
590,General VQA,datik,-4.7576,12.136585
591,General VQA,datik,-4.7864375,14.507768
592,General VQA,datik,-4.4987044,13.338192
593,General VQA,datik,-5.1533957,12.187311
594,General VQA,datik,-5.552182,12.109758
595,General VQA,datik,-5.2981977,12.0126
596,General VQA,datik,-5.423341,12.789884
597,General VQA,datik,-5.3969746,12.0191555
598,General VQA,datik,-5.676181,12.3539715
599,General VQA,datik,-3.8894515,12.648885
600,General VQA,datik,-4.9521174,11.567204
601,General VQA,datik,-4.827991,11.952656
602,General VQA,datik,-5.789037,12.559905
603,General VQA,datik,-4.80648,14.409976
604,General VQA,datikz,-5.4925127,12.3455515
605,General VQA,datikz,-0.48186696,16.16223
606,General VQA,datikz,-4.5972114,12.744012
607,General VQA,datikz,-5.7660947,14.133665
608,Captioning & Knowledge,densefusion_1m,-3.3065581,15.509387
609,Captioning & Knowledge,densefusion_1m,-3.5640764,14.870224
610,Captioning & Knowledge,densefusion_1m,-5.4659333,17.194544
611,Captioning & Knowledge,densefusion_1m,-0.13317387,13.016425
612,Captioning & Knowledge,densefusion_1m,-3.348509,13.680758
613,Captioning & Knowledge,densefusion_1m,-3.6600456,13.614563
614,Captioning & Knowledge,densefusion_1m,-2.5580869,15.025556
615,Captioning & Knowledge,densefusion_1m,-4.6975946,13.420876
616,Captioning & Knowledge,densefusion_1m,-5.1021976,15.629852
617,Captioning & Knowledge,densefusion_1m,-3.3262618,16.307451
618,Captioning & Knowledge,densefusion_1m,0.5171699,15.874338
619,Captioning & Knowledge,densefusion_1m,-3.1347923,13.879251
620,Captioning & Knowledge,densefusion_1m,-3.0242152,14.236134
621,Captioning & Knowledge,densefusion_1m,-2.8946476,15.891527
622,Captioning & Knowledge,densefusion_1m,-4.222332,15.951677
623,Captioning & Knowledge,densefusion_1m,-2.3120508,13.763496
624,Captioning & Knowledge,densefusion_1m,-3.61744,15.599881
625,Captioning & Knowledge,densefusion_1m,-2.0494604,17.18496
626,Captioning & Knowledge,densefusion_1m,-3.942528,13.995651
627,Captioning & Knowledge,densefusion_1m,-2.0762098,16.159477
628,Captioning & Knowledge,densefusion_1m,-3.7376199,15.6758
629,Captioning & Knowledge,densefusion_1m,-3.4259229,14.399123
630,Captioning & Knowledge,densefusion_1m,-2.5529807,16.250513
631,Captioning & Knowledge,densefusion_1m,-2.6858516,14.679809
632,Captioning & Knowledge,densefusion_1m,-2.5089886,15.47572
633,Captioning & Knowledge,densefusion_1m,-2.120121,16.392109
634,Captioning & Knowledge,densefusion_1m,-1.3603035,13.391585
635,Captioning & Knowledge,densefusion_1m,-2.7239373,14.706802
636,Captioning & Knowledge,densefusion_1m,-0.07262699,14.361336
637,Captioning & Knowledge,densefusion_1m,-1.8037416,15.877097
638,Captioning & Knowledge,densefusion_1m,-2.941668,16.743402
639,Captioning & Knowledge,densefusion_1m,-4.2678475,14.512948
640,Captioning & Knowledge,densefusion_1m,-4.041674,16.051338
641,Captioning & Knowledge,densefusion_1m,-2.5236688,14.999438
642,Captioning & Knowledge,densefusion_1m,-2.026976,15.456689
643,Captioning & Knowledge,densefusion_1m,-2.0059025,11.478699
644,Captioning & Knowledge,densefusion_1m,-4.50681,14.990721
645,Captioning & Knowledge,densefusion_1m,-3.3491118,17.68867
646,Captioning & Knowledge,densefusion_1m,-4.277411,16.145494
647,Captioning & Knowledge,densefusion_1m,0.52266985,13.212613
648,Captioning & Knowledge,densefusion_1m,-3.4547403,16.325184
649,Captioning & Knowledge,densefusion_1m,-0.90948886,14.223853
650,Captioning & Knowledge,densefusion_1m,-2.4410052,14.590959
651,Captioning & Knowledge,densefusion_1m,-3.6672225,16.200733
652,Captioning & Knowledge,densefusion_1m,-0.13326755,16.51813
653,Captioning & Knowledge,densefusion_1m,-2.5357149,12.886249
654,Captioning & Knowledge,densefusion_1m,-4.3852863,17.96995
655,Captioning & Knowledge,densefusion_1m,-1.0622027,14.245199
656,Captioning & Knowledge,densefusion_1m,-1.5756062,16.210028
657,Captioning & Knowledge,densefusion_1m,-2.3257315,16.436813
658,Captioning & Knowledge,densefusion_1m,-2.310822,17.15486
659,Captioning & Knowledge,densefusion_1m,-4.7023654,13.6322365
660,Captioning & Knowledge,densefusion_1m,-2.9235616,13.916572
661,Captioning & Knowledge,densefusion_1m,-2.130736,13.8982935
662,Captioning & Knowledge,densefusion_1m,-3.9695623,15.76031
663,Captioning & Knowledge,densefusion_1m,-3.0472314,15.9308605
664,Captioning & Knowledge,densefusion_1m,-2.0730689,15.980832
665,Captioning & Knowledge,densefusion_1m,-3.242564,15.050029
666,Captioning & Knowledge,densefusion_1m,-1.7463053,15.30607
667,Captioning & Knowledge,densefusion_1m,-3.2756486,14.984592
668,Captioning & Knowledge,densefusion_1m,-2.1766455,13.659809
669,Captioning & Knowledge,densefusion_1m,-3.246647,16.380726
670,Captioning & Knowledge,densefusion_1m,-0.9537033,11.664696
671,Captioning & Knowledge,densefusion_1m,0.92756504,11.384646
672,Captioning & Knowledge,densefusion_1m,-1.2184327,14.4949255
673,Captioning & Knowledge,densefusion_1m,-2.1183088,14.774638
674,Captioning & Knowledge,densefusion_1m,1.1054575,11.77428
675,Captioning & Knowledge,densefusion_1m,-2.2946916,18.594072
676,Captioning & Knowledge,densefusion_1m,-2.1221104,15.252288
677,Captioning & Knowledge,densefusion_1m,-2.660571,15.598898
678,Captioning & Knowledge,densefusion_1m,-2.3529189,14.205819
679,Captioning & Knowledge,densefusion_1m,-2.0088046,15.155662
680,Captioning & Knowledge,densefusion_1m,-2.1137953,14.337944
681,Captioning & Knowledge,densefusion_1m,-2.5796294,15.830268
682,Captioning & Knowledge,densefusion_1m,-1.0930537,14.505688
683,Captioning & Knowledge,densefusion_1m,-1.76625,10.75198
684,Captioning & Knowledge,densefusion_1m,-2.8316212,17.15655
685,Captioning & Knowledge,densefusion_1m,-2.3657508,14.273163
686,Captioning & Knowledge,densefusion_1m,-3.210463,15.3637295
687,Captioning & Knowledge,densefusion_1m,-2.3319025,14.658825
688,Captioning & Knowledge,densefusion_1m,-4.2783475,18.116081
689,Captioning & Knowledge,densefusion_1m,-3.0389729,11.39726
690,Captioning & Knowledge,densefusion_1m,-4.6191506,13.757706
691,Captioning & Knowledge,densefusion_1m,-3.2199864,15.038432
692,Captioning & Knowledge,densefusion_1m,-4.806803,16.297205
693,Captioning & Knowledge,densefusion_1m,-2.5765905,15.238693
694,Captioning & Knowledge,densefusion_1m,-2.555151,14.315961
695,Captioning & Knowledge,densefusion_1m,-3.3783765,16.171057
696,Captioning & Knowledge,densefusion_1m,-2.404972,15.834854
697,Captioning & Knowledge,densefusion_1m,-1.7184036,16.265429
698,Captioning & Knowledge,densefusion_1m,-3.0274854,15.919806
699,Captioning & Knowledge,densefusion_1m,-3.5488534,15.739376
700,Captioning & Knowledge,densefusion_1m,0.17561264,14.762424
701,Captioning & Knowledge,densefusion_1m,-2.3952467,14.774095
702,Captioning & Knowledge,densefusion_1m,-2.4548035,17.044546
703,Captioning & Knowledge,densefusion_1m,-2.5112517,13.688839
704,Captioning & Knowledge,densefusion_1m,-4.3332334,15.496156
705,Captioning & Knowledge,densefusion_1m,-3.8103876,16.509098
706,Captioning & Knowledge,densefusion_1m,-2.2640226,13.017393
707,Captioning & Knowledge,densefusion_1m,1.3102521,15.414042
708,Captioning & Knowledge,densefusion_1m,-3.2106593,14.903614
709,Captioning & Knowledge,densefusion_1m,-5.1128235,15.946321
710,Captioning & Knowledge,densefusion_1m,-3.0940828,15.633901
711,Captioning & Knowledge,densefusion_1m,0.32221013,14.868876
712,Captioning & Knowledge,densefusion_1m,-3.7157872,14.398144
713,OCR QA,diagram_image_to_text,-4.866783,13.359544
714,OCR QA,docvqa,-3.0494528,18.62894
715,General VQA,drivelm,-1.0703018,12.464253
716,Chart & Table,dvqa,-6.242144,15.664062
717,Chart & Table,dvqa,-6.5798836,14.925664
718,Chart & Table,dvqa,-5.6856976,14.456819
719,Chart & Table,dvqa,-6.4766316,14.437862
720,Chart & Table,dvqa,-6.296074,14.4348545
721,Chart & Table,dvqa,-6.6247945,15.171215
722,Chart & Table,dvqa,-5.974128,16.190802
723,Chart & Table,dvqa,-6.1348386,14.469602
724,Chart & Table,dvqa,-6.1982417,15.850152
725,Chart & Table,dvqa,-6.021088,14.488718
726,Chart & Table,dvqa,-6.0421634,15.962641
727,Chart & Table,dvqa,-6.690761,15.004449
728,Chart & Table,dvqa,-5.915554,15.966814
729,Chart & Table,dvqa,-6.7349772,14.572269
730,Chart & Table,dvqa,-6.297472,16.45757
731,Chart & Table,dvqa,-5.479183,16.141006
732,Chart & Table,dvqa,-6.644602,14.768048
733,Chart & Table,dvqa,-6.237617,14.749125
734,Chart & Table,dvqa,-6.134201,14.719306
735,Chart & Table,dvqa,-6.7095127,14.807197
736,OCR QA,est_vqa,-2.8028898,13.487987
737,Captioning & Knowledge,face_emotion,-1.7859892,12.350736
738,Chart & Table,figureqa,-4.7813435,17.928652
739,Chart & Table,figureqa,-6.784873,15.886794
740,Chart & Table,figureqa,-5.3147545,18.12775
741,Chart & Table,figureqa,-5.3968844,12.893658
742,Chart & Table,figureqa,-6.6792145,15.061978
743,Chart & Table,figureqa,-5.2459846,13.071614
744,Chart & Table,figureqa,-6.6299553,14.906391
745,Chart & Table,figureqa,-6.0355377,13.285192
746,Chart & Table,figureqa,-5.4043474,12.8902235
747,Chart & Table,figureqa,-5.23914,12.990279
748,Chart & Table,figureqa(mathv360k),-5.8802824,13.058701
749,Chart & Table,finqa,-4.88894,16.396334
750,Naive OCR,funsd,-1.756222,16.794167
751,Mathematics,geo170k(align),-3.8987415,12.288033
752,Mathematics,geo170k(align),-4.8021193,12.065388
753,Mathematics,geo170k(align),-4.8182483,11.813766
754,Mathematics,geo170k(qa),-4.8915815,11.612733
755,Mathematics,geo3k,-4.682466,12.288988
756,Mathematics,geometry3k(mathv360k),-4.7258954,13.311209
757,Mathematics,geomverse,-6.0546713,17.217825
758,Mathematics,geoqa+(mathv360k),-4.881611,12.036243
759,Mathematics,geos(mathv360k),-4.5555034,11.766478
760,Captioning & Knowledge,google_landmarks,0.20172866,13.901081
761,Captioning & Knowledge,google_landmarks,-2.6422932,12.871565
762,Captioning & Knowledge,google_landmarks,-3.8555532,17.991074
763,Captioning & Knowledge,google_landmarks,0.040216874,12.912093
764,Captioning & Knowledge,google_landmarks,-1.0884169,12.750918
765,Captioning & Knowledge,google_landmarks,-1.1757756,15.603528
766,Captioning & Knowledge,google_landmarks,-3.2434611,14.709588
767,Captioning & Knowledge,google_landmarks,-4.3859215,14.216998
768,Captioning & Knowledge,google_landmarks,-3.8517127,12.949343
769,Captioning & Knowledge,google_landmarks,-5.0439453,16.073694
770,Captioning & Knowledge,google_landmarks,-0.98564696,15.400732
771,Captioning & Knowledge,google_landmarks,-0.69483256,14.727176
772,Captioning & Knowledge,google_landmarks,-0.72640425,15.866496
773,Captioning & Knowledge,google_landmarks,-2.2906032,15.273375
774,Captioning & Knowledge,google_landmarks,-0.72795415,11.727866
775,Captioning & Knowledge,google_landmarks,1.3738796,12.26725
776,Captioning & Knowledge,google_landmarks,-3.5594008,14.2105465
777,Captioning & Knowledge,google_landmarks,-1.289138,15.407301
778,Captioning & Knowledge,google_landmarks,-0.17793657,12.992344
779,Captioning & Knowledge,google_landmarks,-2.1144824,13.824165
780,Captioning & Knowledge,google_landmarks,-3.4853973,13.422749
781,Captioning & Knowledge,google_landmarks,-4.9478903,17.307014
782,Captioning & Knowledge,google_landmarks,-2.553987,16.698412
783,Captioning & Knowledge,google_landmarks,-1.5745763,14.7828
784,Captioning & Knowledge,google_landmarks,-4.3067718,13.16484
785,Captioning & Knowledge,google_landmarks,-1.6564403,12.325743
786,Captioning & Knowledge,google_landmarks,-3.4131317,15.211848
787,Captioning & Knowledge,google_landmarks,-3.965186,15.60332
788,Captioning & Knowledge,google_landmarks,-3.1230712,14.69487
789,Grounding & Counting,groundui,-2.711454,16.711662
790,OCR QA,handwriting_forms,0.82387245,14.322479
791,General VQA,hateful_memes,-2.0540226,14.267113
792,Chart & Table,hitab,-5.0266867,16.74949
793,Naive OCR,hme100k,1.8126867,12.138864
794,Naive OCR,hme100k,2.1684346,12.54377
795,Naive OCR,hme100k,1.6003158,12.643909
796,Naive OCR,hme100k,-0.46795946,11.392594
797,Naive OCR,hme100k,1.8394164,12.640122
798,Naive OCR,hme100k,1.6946428,12.5427475
799,Naive OCR,hme100k,2.0096955,12.31766
800,Naive OCR,hw_squad,-3.5496185,13.323637
801,Naive OCR,hw_squad,-3.3809865,12.351537
802,Naive OCR,iam,1.6615646,13.043853
803,General VQA,iconqa,-6.022064,15.315262
804,General VQA,iconqa,-4.49422,13.14323
805,General VQA,iconqa(mathv360k),1.9024354,12.974247
806,General VQA,iconqa(mathv360k),-3.9231687,13.202329
807,General VQA,idk,-2.6233222,12.832308
808,Naive OCR,iiit5k,0.3202509,12.139457
809,Captioning & Knowledge,image_textualization(filtered),-3.3486886,13.058075
810,Captioning & Knowledge,image_textualization(filtered),-4.822362,14.919619
811,Captioning & Knowledge,image_textualization(filtered),-2.5731385,16.531271
812,Captioning & Knowledge,image_textualization(filtered),-1.4716326,13.933705
813,Captioning & Knowledge,image_textualization(filtered),-2.3679855,15.059535
814,Captioning & Knowledge,image_textualization(filtered),0.6983169,14.216063
815,Captioning & Knowledge,image_textualization(filtered),-3.3752155,14.5489
816,Captioning & Knowledge,image_textualization(filtered),-1.2714372,12.940445
817,Captioning & Knowledge,image_textualization(filtered),-2.9996772,16.013012
818,Naive OCR,imgur5k,-0.87933296,11.392932
819,General VQA,indoor_qa,-3.8503525,14.082553
820,OCR QA,infographic(gpt4v),-3.1881175,15.614101
821,OCR QA,infographic_vqa,-2.1972423,17.634672
822,OCR QA,infographic_vqa_llava_format,-3.4816718,15.361047
823,Mathematics,intergps,-4.2479253,11.915455
824,OCR QA,invoices_receipts,-3.0610104,10.959195
825,Naive OCR,k12_printing,1.1667885,11.798061
826,Naive OCR,k12_printing,1.2854391,11.182922
827,Naive OCR,k12_printing,2.1556146,11.567906
828,Naive OCR,k12_printing,2.0654805,11.784395
829,Naive OCR,k12_printing,1.7834607,10.793035
830,Naive OCR,k12_printing,1.0891058,12.097322
831,Naive OCR,k12_printing,1.8238891,10.8158045
832,Naive OCR,k12_printing,1.3869863,11.935883
833,Naive OCR,k12_printing,2.502718,11.500277
834,Naive OCR,k12_printing,1.9121165,10.788772
835,Naive OCR,k12_printing,2.2414637,11.012823
836,Naive OCR,k12_printing,1.7801155,11.367645
837,Naive OCR,k12_printing,1.6598969,11.890178
838,Naive OCR,k12_printing,1.0697793,11.743265
839,Naive OCR,k12_printing,1.895159,13.251504
840,Naive OCR,k12_printing,1.4264286,10.895116
841,Naive OCR,k12_printing,1.7905657,10.904459
842,Naive OCR,k12_printing,1.8476293,11.29355
843,Naive OCR,k12_printing,1.7207872,10.815492
844,Naive OCR,k12_printing,1.653414,11.016292
845,Naive OCR,k12_printing,2.4655066,11.557249
846,Naive OCR,k12_printing,1.4819993,12.0113535
847,Naive OCR,k12_printing,1.3671023,10.840212
848,Naive OCR,k12_printing,2.459251,11.674356
849,Naive OCR,k12_printing,2.1497476,11.000881
850,Captioning & Knowledge,laion_gpt4v,-4.1161394,12.105045
851,Naive OCR,latex_handwritten,-0.8454308,11.3400135
852,Naive OCR,latex_handwritten,1.4271748,13.32655
853,Naive OCR,latex_handwritten,-0.41473493,11.451408
854,Naive OCR,latexformulas,2.516351,13.928785
855,Naive OCR,latexformulas,2.602297,14.593694
856,Naive OCR,latexformulas,1.8524942,15.453784
857,Naive OCR,latexformulas,2.3205998,14.35518
858,Naive OCR,latexformulas,1.8644116,14.885029
859,Naive OCR,latexformulas,2.7975779,14.18772
860,Naive OCR,latexformulas,2.3942838,13.322677
861,Naive OCR,latexformulas,1.4445506,14.220874
862,Naive OCR,latexformulas,2.2836862,11.39136
863,Naive OCR,latexformulas,2.6057982,13.961386
864,Naive OCR,latexformulas,1.9961302,13.434808
865,Naive OCR,latexformulas,1.8952883,14.131218
866,Naive OCR,latexformulas,2.255458,14.974293
867,Naive OCR,latexformulas,2.6445436,14.058138
868,Naive OCR,latexformulas,1.6173706,15.434319
869,Naive OCR,latexformulas,2.3632889,13.453909
870,Naive OCR,latexformulas,2.2996132,15.094052
871,Naive OCR,latexformulas,2.5076869,11.733104
872,Naive OCR,latexformulas,1.5564226,15.268579
873,Naive OCR,latexformulas,2.4036155,13.5982485
874,Naive OCR,latexformulas,1.5522492,14.003594
875,Naive OCR,latexformulas,2.1294045,15.243942
876,Naive OCR,latexformulas,2.6221385,14.464621
877,Naive OCR,latexformulas,2.0067592,15.298331
878,Naive OCR,latexformulas,1.2816901,14.289165
879,Naive OCR,latexformulas,1.719467,14.07952
880,Naive OCR,latexformulas,2.5884748,14.228993
881,Naive OCR,latexformulas,2.8904116,14.023879
882,Naive OCR,latexformulas,2.2152932,14.760879
883,Naive OCR,latexformulas,1.5691396,13.88199
884,Naive OCR,latexformulas,2.801726,14.41394
885,Naive OCR,latexformulas,2.3628526,14.097104
886,Naive OCR,latexformulas,2.160742,13.56287
887,Naive OCR,latexformulas,2.2690992,14.015383
888,Naive OCR,latexformulas,2.4847662,14.191013
889,Naive OCR,latexformulas,2.3792138,13.203296
890,Naive OCR,latexformulas,2.4925876,13.499819
891,Naive OCR,latexformulas,2.7798162,13.650808
892,Naive OCR,latexformulas,2.276965,14.88868
893,Naive OCR,latexformulas,2.6273801,14.053435
894,Naive OCR,latexformulas,1.6203766,14.501678
895,Naive OCR,latexformulas,2.1433609,13.745667
896,Naive OCR,latexformulas,2.608872,14.691044
897,Naive OCR,latexformulas,2.4453807,13.2606735
898,Naive OCR,latexformulas,2.5142748,15.041762
899,Naive OCR,latexformulas,2.227619,13.409311
900,Naive OCR,latexformulas,1.5289643,14.450167
901,Naive OCR,latexformulas,2.1774447,14.9880495
902,Naive OCR,latexformulas,2.1724415,14.356275
903,Naive OCR,latexformulas,2.920621,14.340328
904,Naive OCR,latexformulas,2.3055284,14.393307
905,Naive OCR,latexformulas,2.9679034,13.975026
906,Naive OCR,latexformulas,2.6873116,13.886729
907,Naive OCR,latexformulas,2.2397995,14.439811
908,Naive OCR,latexformulas,2.0753183,13.854256
909,General VQA,llavar_gpt4_20k,-1.7171866,15.822935
910,General VQA,lnqa,-1.8064234,15.756924
911,General VQA,lnqa,-0.7592474,13.04315
912,General VQA,lnqa,-1.6349295,13.438519
913,General VQA,lnqa,-5.131853,15.128572
914,General VQA,lnqa,-0.48803896,15.147016
915,General VQA,lnqa,-1.0575602,13.713107
916,General VQA,lnqa,-1.048233,12.52339
917,General VQA,lnqa,-1.0816207,15.113961
918,General VQA,lnqa,-0.9096639,14.210454
919,General VQA,lnqa,-2.9719315,13.746634
920,General VQA,lnqa,-1.5493317,14.457064
921,General VQA,lnqa,-2.6358893,12.372189
922,General VQA,lnqa,-2.4512897,14.645212
923,General VQA,lnqa,-1.624204,15.008271
924,General VQA,lnqa,-1.0908378,14.259123
925,General VQA,lnqa,-1.3196355,16.124268
926,General VQA,lnqa,-1.3070955,12.0567465
927,General VQA,lnqa,-2.239633,12.991782
928,General VQA,lnqa,-2.8251464,12.3505125
929,General VQA,lnqa,-2.2722502,14.346933
930,General VQA,lnqa,-0.690192,14.2005005
931,General VQA,lnqa,-2.6837037,13.142105
932,General VQA,lnqa,-3.254341,17.457916
933,General VQA,lnqa,-4.3692985,15.596879
934,General VQA,lnqa,-2.5166562,13.018639
935,General VQA,lnqa,-5.846177,16.989979
936,General VQA,lnqa,-1.4032556,13.183372
937,General VQA,lnqa,-1.994133,13.825772
938,General VQA,lnqa,-4.2416644,12.5169325
939,General VQA,lnqa,-3.1771703,13.739716
940,Captioning & Knowledge,localized_narratives,-3.644063,12.387532
941,Captioning & Knowledge,localized_narratives,-1.3647183,15.610713
942,Captioning & Knowledge,localized_narratives,-1.9175681,12.7565
943,Captioning & Knowledge,localized_narratives,-2.3589046,13.145044
944,Captioning & Knowledge,localized_narratives,-3.6379864,13.342935
945,Captioning & Knowledge,localized_narratives,-0.81609595,17.167885
946,Captioning & Knowledge,localized_narratives,-2.5721328,13.474737
947,Captioning & Knowledge,localized_narratives,-5.2345195,13.409462
948,Captioning & Knowledge,localized_narratives,-0.18872811,13.813309
949,Captioning & Knowledge,localized_narratives,0.12778817,14.1336355
950,Captioning & Knowledge,localized_narratives,-3.2016358,11.858263
951,Captioning & Knowledge,localized_narratives,-0.6901099,12.549499
952,Captioning & Knowledge,localized_narratives,-1.4131317,13.318709
953,Captioning & Knowledge,localized_narratives,-3.667536,11.874386
954,Captioning & Knowledge,localized_narratives,-1.0671754,13.6831
955,Captioning & Knowledge,localized_narratives,-0.7765497,15.164078
956,Captioning & Knowledge,localized_narratives,-2.1577964,13.48058
957,Captioning & Knowledge,localized_narratives,-1.4175575,14.640538
958,Captioning & Knowledge,localized_narratives,-2.1317937,12.812771
959,Chart & Table,lrv_chart,-6.273305,13.3217535
960,General VQA,lrv_normal(filtered),-0.76939243,12.967264
961,General VQA,lvis_instruct4v,-4.73657,14.83389
962,General VQA,lvis_instruct4v,-2.4940844,12.145509
963,General VQA,lvis_instruct4v,-0.9268688,12.656746
964,General VQA,lvis_instruct4v,-4.7394056,17.78486
965,General VQA,lvis_instruct4v,-0.3814387,14.323441
966,General VQA,lvis_instruct4v,-0.53778,15.835095
967,General VQA,lvis_instruct4v,-2.3239827,16.329975
968,General VQA,lvis_instruct4v,-2.2501986,15.653687
969,General VQA,lvis_instruct4v,-2.7152863,14.495052
970,General VQA,lvis_instruct4v,-4.2499375,15.668114
971,General VQA,lvis_instruct4v,-0.5543433,12.862728
972,General VQA,lvis_instruct4v,-2.4506278,13.771455
973,General VQA,lvis_instruct4v,-1.1804779,14.664362
974,General VQA,lvis_instruct4v,-2.7578933,13.63672
975,General VQA,lvis_instruct4v,-4.091878,14.817504
